security_code,issuer_name,security_id,security_name,status,group,face_value,isin_no,instrument,load_date,source,data_source
532442,Mw Unitexx Limited,MWTEXX,Mw Unitexx Ltd,Delisted,Z,10.0,INE578D01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532443,Cera Sanitaryware Ltd.,CERA,Cera Sanitaryware Ltd,Active,A,5.0,INE739E01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532444,T. Spiritual World Ltd.,TSPIRITUAL,T Spiritual World Ltd,Active,XT,10.0,INE541C01037,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532447,Solvay Pharma India Ltd.,DUPHARPH,Solvay Pharma India Ltd,Delisted,B,10.0,INE593D01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532452,South Asian Petrochem Ltd,SAPETRO,South Asian Petrochem Ltd,Delisted,B,10.0,INE801C01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532454,Bharti Airtel  Ltd.,BHARTIARTL,Bharti Airtel Ltd,Active,A,5.0,INE397D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532455,Shalimar Wires Industries Ltd.,SHALIWIR,Shalimar Wires Industries Ltd,Active,X,2.0,INE655D01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532456,Compuage Infocom Ltd,COMPINFO,Compuage Infocom Ltd,Active,Z,2.0,INE070C01037,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532457,Gulshan Polyols Ltd.,GULPOLY,Gulshan Polyols Ltd,Active,B,1.0,INE255D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532459,Faze Three Autofab Limited,FAZE3AUTO,Faze Three Autofab Ltd,Delisted,XT,10.0,INE207D01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532460,Ponni Sugars (Erode) Ltd.,PONNIERODE,Ponni Sugars (Erode) Ltd,Active,B,10.0,INE838E01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532461,Punjab National Bank,PNB,Punjab National Bank,Active,A,2.0,INE160A01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532463,Rsl Textiles (India) Ltd.,RSLTEXTIL,Rsl Textiles India Ltd,Delisted,Z,10.0,INE259F01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532464,Ramco Super Leathers Ltd.,RAMCOSUP,Ramco Super Leathers Ltd,Delisted,XD,10.0,INE108F01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532465,Tata Finance Ltd,TAFNCCPEQ,Tafnccpeq,Delisted,B,10.0,IN9265A01035,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532466,Oracle Financial Services Software Limited,OFSS,Oracle Financial Services Software Ltd,Active,A,5.0,INE881D01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532467,Hazoor Multi Projects Limited,HAZOOR,Hazoor Multi Projects Ltd,Active,B,1.0,INE550F01049,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Ltd,Active,A,10.0,INE411F01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532469,Mather & Platt Pumps Ltd.,MPPLQ,Mather & Platt Pumps Ltd,Delisted,B,10.0,INE096E01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532470,Mpf Systems Limited,MPFSL,Mpf Systems Ltd,Active,XT,10.0,INE095E01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532472,Glofame Cotspin Industries Ltd.,GLOFAME,Glofame Cotspin Industries Ltd,Delisted,B,10.0,INE261D01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532475,Aptech Ltd.,APTECHT,Aptech Ltd,Active,T,10.0,INE266F01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532477,Union Bank Of India,UNIONBANK,Union Bank Of India,Active,A,10.0,INE692A01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532478,United Breweries Ltd.,UBL,United Breweries Ltd,Active,A,1.0,INE686F01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532479,Ismt Limited,ISMTLTD,Ismt Ltd,Delisted,B,5.0,INE732F01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532480,Allahabad Bank,ALBK,Allahabad Bank,Delisted,B,10.0,INE428A01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,Noida Toll Bridge Company Ltd,Active,T,10.0,INE781B01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532482,Granules India Ltd.,GRANULES,Granules India Ltd,Active,A,1.0,INE101D01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532483,Canara Bank,CANBK,Canara Bank,Active,A,2.0,INE476A01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532485,Balmer Lawrie Investments Ltd.,BLIL,Balmer Lawrie Investments Ltd,Active,B,1.0,INE525F01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532486,Pokarna Ltd.,POKARNA,Pokarna Ltd,Active,B,2.0,INE637C01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532487,Ece Industries Ltd.,ECEINDBBPH,Eceindbbph,Delisted,B,10.0,INE588B01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532488,Divi'S Laboratories Ltd.,DIVISLAB,Divis Laboratories Ltd,Active,A,2.0,INE361B01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532489,Arvind Products Ltd,ARVINPRO,Arvind Products Ltd,Delisted,B,10.0,INE764A01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532490,Rane Engine Valves Ltd.,RANENGIN,Rane Engine Valves Ltd,Delisted,B,10.0,INE385A01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532491,Ece Industries Ltd.,ECEIND,Ece Industries Ltd,Delisted,B,10.0,INE588B01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532492,Indo Gulf Fertilisers Limited,INDOGULFFE,Indo Gulf Fertilisers Ltd,Delisted,B,10.0,INE911F01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532493,Astra Microwave Products Ltd.,ASTRAMICRO,Astra Microwave Products Ltd,Active,A,2.0,INE386C01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532494,Micro Technologies (India) Ltd.,MICROTECH,Micro Technologies (India) Ltd,Delisted,XT,10.0,INE358B01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532497,Radico Khaitan Ltd.,RADICO,Radico Khaitan Ltd,Active,A,2.0,INE944F01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532498,Shriram-City Union Finance Ltd.,SHRIRAMCIT,Shriram City Union Finance Ltd,Delisted,A,10.0,INE722A01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532500,Maruti Suzuki India  Ltd.,MARUTI,Maruti Suzuki India Ltd,Active,A,5.0,INE585B01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532501,Indo Rama Textiles Limited.,INDORAMTX,Indo Rama Textiles Ltd,Delisted,B,10.0,INE059G01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532503,Rajapalayam Mills Limited,RAJPALAYAM,Rajapalayam Mills Ltd,Active,B,10.0,INE296E01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Ltd,Active,A,2.0,INE048G01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532505,Uco Bank,UCOBANK,Uco Bank,Active,A,10.0,INE691A01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G. Films And Media Ltd,Active,B,2.0,INE116D01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532508,Jindal Stainless Limited,JSL,Jindal Stainless Ltd,Active,A,2.0,INE220G01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532509,Suprajit Engineering Ltd.,SUPRAJIT,Suprajit Engineering Ltd,Active,B,1.0,INE399C01030,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532510,Ashok Leyland Finance Ltd.,ASLEYF,Asleyf,Delisted,B,10.0,IN9251A01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532511,Excel Crop Care Ltd.,EXCELCROP,Excel Crop Care Ltd,Delisted,B,5.0,INE223G01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532512,Mawana Sugars Ltd.,MAWANA,Mawana Sugars Ltd,Delisted,B,10.0,INE255G01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532513,Tvs Electronics Ltd.,TVSELECT,Tvs Electronics Ltd,Active,B,10.0,INE236G01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532514,Indraprashtha Gas Ltd.,IGL,Indraprastha Gas Ltd,Active,A,2.0,INE203G01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532515,T.V.Today Network Limited,TVTODAY,Tv Today Network Ltd,Active,B,5.0,INE038F01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532516,Surya Pharmaceutical Ltd.,SURYAPHARM,Surya Pharmaceutical Ltd,Delisted,Z,1.0,INE249G01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532517,Patni Computer Systems Limited,PATNI,Patni Computer Systems Ltd,Delisted,B,2.0,INE660F01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532518,Florence Investech Limited,FLORENCE,Florence Investech Ltd,Delisted,X,10.0,INE211G01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532519,Jk Sugar Limited,JKSUGAR,Jk Sugar Ltd,Delisted,T,10.0,INE210G01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532521,Palred Technologies Limited,PALREDTEC,Palred Technologies Ltd,Active,T,10.0,INE218G01033,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532522,Petronet Lng Ltd.,PETRONET,Petronet Lng Ltd,Active,A,10.0,INE347G01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532523,Biocon Ltd.,BIOCON,Biocon Ltd,Active,A,5.0,INE376G01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532524,Ptc India Ltd,PTC,Ptc India Ltd,Active,A,10.0,INE877F01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532525,Bank Of Maharashtra,MAHABANK,Bank Of Maharashtra,Active,A,10.0,INE457A01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532526,Dishman Pharmaceuticals & Chemicals Ltd.,DISHMAN,Dishman Pharmaceuticals And Chemicals Ltd,Delisted,B,2.0,INE353G01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532527,Ramkrishna Forgings Ltd.,RKFORGE,Ramkrishna Forgings Ltd,Active,A,2.0,INE399G01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532528,Datamatics Global Services Limited,DATAMATICS,Datamatics Global Services Ltd,Active,B,5.0,INE365B01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532529,New Delhi Television Limited,NDTV,New Delhi Television Ltd,Active,B,4.0,INE155G01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532531,Strides Pharma Science Limited,STAR,Strides Pharma Science Ltd,Active,A,10.0,INE939A01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532532,Jaiprakash Associates Limited,JPASSOCIAT,Jaiprakash Associates Ltd,Delisted,T,2.0,INE455F01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532536,Kojam Fininvest Limited,KOJAM,Kojam Fininvest Ltd,Delisted,B,10.0,INE336G01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532537,Lumax Automotive Systems Ltd.,LUMAXAUTO,Lumax Automotive Systems Ltd,Delisted,Z,10.0,INE547G01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532538,Ultratech Cement Ltd,ULTRACEMCO,Ultratech Cement Ltd,Active,A,10.0,INE481G01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532539,Uno Minda Limited,UNOMINDA,Uno Minda Ltd,Active,A,2.0,INE405E01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532540,Tata Consultancy Services Ltd.,TCS,Tata Consultancy Services Ltd,Active,A,1.0,INE467B01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532541,Coforge Limited,COFORGE,Coforge Ltd,Active,A,2.0,INE591G01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532542,Crew B.O.S. Products Ltd.,CREWBOS,Crew B.O.S. Products Ltd,Delisted,Z,10.0,INE514G01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532543,Gp Petroleums Limited,GULFPETRO,Gp Petroleums Ltd,Active,T,5.0,INE586G01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532544,Indiabulls Financial Services Ltd.,IBULLS,Indiabulls Financial Services Ltd,Delisted,A,2.0,INE894F01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532545,Fresenius Kabi Oncology Limited,FKONCO,Fresenius Kabi Oncology Ltd,Delisted,B,1.0,INE575G01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532548,Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (India) Ltd,Active,A,1.0,INE348B01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A,10.0,INE625G01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532555,Ntpc Limited,NTPC,Ntpc Ltd,Active,A,10.0,INE733E01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L. Steel Ltd,Active,T,10.0,INE658G01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532605,Jbm Auto Limited,JBMA,Jbm Auto Ltd,Active,A,1.0,INE927D01051,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532606,Parekh Aluminex Ltd.,PARAL,Parekh Aluminex Ltd,Delisted,Z,10.0,INE620C01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532607,Ontrack Systems Ltd.,ONTRACK,Ontrack Systems Ltd,Delisted,Z,10.0,INE426B01033,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532608,Deccan Chronicle Holdings Ltd.,DCHL,Deccan Chronicle Holdings Ltd,Delisted,Z,2.0,INE137G01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532609,Bharati Defence And Infrastructure Ltd,BHARATIDIL,Bharati Defence And Infrastructure Ltd,Suspended,Z,10.0,INE673G01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,Dwarikesh Sugar Industries Ltd,Active,B,1.0,INE366A01041,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532611,Reliance Industries Ltd,RILBBPH,Rilbbph,Delisted,B,10.0,INE002A01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532612,Indoco Remedies Ltd.,INDOCO,Indoco Remedies Ltd,Active,B,2.0,INE873D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532613,Vip Clothing Limited,VIPCLOTHNG,Vip Clothing Ltd,Active,T,2.0,INE450G01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532614,Impex Ferro Tech Ltd.,IMPEXFERRO,Impex Ferro Tech Ltd,Suspended,Z,10.0,INE691G01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532615,Etc Network Limited,ETC,Etc Networks Ltd,Delisted,T,10.0,INE695G01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532616,Xchanging Solutions Limited,XCHANGING,Xchanging Solutions Ltd,Active,B,10.0,INE692G01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532617,Jet Airways (India) Ltd,JETAIRWAYS,Jet Airways (India) Ltd,Suspended,Z,10.0,INE802G01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532618,Vishal Exports Overseas Ltd.,VISHALEXPO,Vishal Exports Overseas Ltd,Delisted,B,1.0,INE167C01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532619,Utv Software Communications Ltd.,UTVSOF,Utv Software Communications Ltd,Delisted,A,10.0,INE507B01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532621,Morarjee Textiles Limited,MORARJEE,Morarjee Textiles Ltd,Active,Z,7.0,INE161G01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532622,Gateway Distriparks Ltd.,GDL,Gateway Distriparks Ltd,Delisted,A,10.0,INE852F01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532623,N.R.International Limited,NRINTER,Nr International Ltd,Suspended,Z,10.0,INE605F01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532624,Jindal Photo Limited,JINDALPHOT,Jindal Photo Ltd,Active,B,10.0,INE796G01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532626,Pondy Oxides & Chemicals Limited,POCL,Pondy Oxides & Chemicals Ltd,Active,B,5.0,INE063E01053,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Ltd,Active,A,10.0,INE351F01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532628,3I Infotech Limited,3IINFOLTD,3I Infotech Ltd,Active,B,10.0,INE748C01038,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532629,Mcnally Bharat Engineering Company Limited,MBECL,Mcnally Bharat Engineering Company Ltd,Suspended,Z,10.0,INE748A01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532630,Gokaldas Exports Ltd,GOKEX,Gokaldas Exports Ltd,Active,A,5.0,INE887G01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532631,Fame India Ltd,FAMEINDIA,Fame India Ltd,Delisted,B,10.0,INE886G01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532633,Alldigi Tech Limited,ALLDIGI,Alldigi Tech Ltd,Active,B,10.0,INE835G01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532636,Iifl Finance Limited,IIFL,Iifl Finance Ltd,Active,A,2.0,INE530B01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532637,Mangalam Drugs And Organics Ltd.,MANGALAM,Mangalam Drugs & Organics Ltd,Active,B,10.0,INE584F01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532638,Shoppers Stop Ltd,SHOPERSTOP,Shoppers Stop Ltd,Active,B,5.0,INE498B01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532640,Cyber Media (India) Ltd.,CYBERMEDIA,Cyber Media India Ltd,Active,T,10.0,INE278G01037,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532641,Nandan Denim Limited,NDL,Nandan Denim Ltd,Active,B,1.0,INE875G01048,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532642,Jsw Holdings Limited,JSWHL,Jsw Holdings Ltd,Active,A,10.0,INE824G01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532643,Shree Ganesh Forgings Ltd.,SGFL,Shree Ganesh Forgings Ltd,Delisted,Z,10.0,INE883G01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532644,J.K. Cement Ltd,JKCEMENT,Jk Cement Ltd,Active,A,10.0,INE823G01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532645,Beeyu Overseas Ltd.,BEEYU,Beeyu Overseas Ltd,Active,X,10.0,INE052B01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532646,Uniply Industries Ltd.,UNIPLY,Uniply Industries Ltd,Suspended,Z,2.0,INE950G01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532647,Provogue (India) Ltd.,PROVOGE,Provogue (India) Ltd,Delisted,X,1.0,INE968G01033,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532648,Yes Bank Ltd.,YESBANK,Yes Bank Ltd,Active,A,2.0,INE528G01035,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532649,Nectar Lifesciences Limited,NECLIFE,Nectar Lifesciences Ltd,Active,T,1.0,INE023H01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532650,Msp Steel & Power Ltd.,MSPL,Msp Steel & Power Ltd,Active,B,10.0,INE752G01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532651,Spl Industries Limited,SPLIL,Spl Industries Ltd,Active,B,10.0,INE978G01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532652,Karnataka Bank Ltd.,KTKBANK,Karnataka Bank Ltd,Active,A,10.0,INE614B01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532653,Hsbc Investdirect(India) Ltd,HINVDIR,Hsbc Investdirect (India) Ltd,Delisted,B,10.0,INE800B01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532654,Mcleod Russel India Limited,MCLEODRUSS,Mcleod Russel India Ltd,Active,T,5.0,INE942G01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532655,Shri Ramrupai Balaji Steels Ltd.,BALASTEELS,Shri Ramrupai Balaji Steels Ltd,Delisted,T,10.0,INE977G01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532656,Facor Alloys Limited,FACORALL,Facor Alloys Ltd,Active,XT,1.0,INE828G01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532657,Facor Steels Limited,FACORSTE,Facor Steels Ltd,Suspended,Z,1.0,INE829G01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532658,Eon Electric Ltd,EON,Eon Electric Ltd,Suspended,Z,5.0,INE076H01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532659,Idfc Limited,IDFC,Idfc Ltd,Delisted,B,10.0,INE043D01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532660,Vivimed Labs Ltd.,VIVIMEDLAB,Vivimed Labs Ltd,Active,T,2.0,INE526G01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532661,Rane (Madras)  Ltd.,RML,Rane (Madras) Ltd,Active,B,10.0,INE050H01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532662,Ht Media Ltd,HTMEDIA,Ht Media Ltd,Active,B,2.0,INE501G01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,B,10.0,INE231F01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532664,Amar Remedies Ltd.,AMAR,Amar Remedies Ltd,Delisted,XT,10.0,INE787G01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532665,Rajvir Industries Limited,RAJVIR,Rajvir Industries Ltd,Suspended,Z,10.0,INE011H01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532666,Fcs Software Solutions Ltd.,FCSSOFT,Fcs Software Solutions Ltd,Active,T,1.0,INE512B01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532667,Suzlon Energy Ltd.,SUZLON,Suzlon Energy Ltd,Active,A,2.0,INE040H01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532668,Aurionpro Solutions Ltd.,AURIONPRO,Aurionpro Solutions Ltd,Active,A,10.0,INE132H01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532669,Solana Biofuels Limited,SOLANA,Solana Biofuels Ltd,Suspended,XT,10.0,INE371B01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532670,Shree Renuka Sugars Ltd.,RENUKA,Shree Renuka Sugars Ltd,Active,A,1.0,INE087H01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532671,Jyothy Consumer Products Limited,JYOTHYCONS,Jyothy Consumer Products Ltd,Delisted,B,10.0,INE099H01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532672,Glodyne Technoserve Ltd,GLODYNE,Glodyne Technoserve Ltd,Delisted,Z,6.0,INE932G01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532673,K. M. Sugar Mills Ltd.,KMSUGAR,K M Sugar Mills Ltd,Active,B,2.0,INE157H01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532674,Bannari Amman Spinning Mills Ltd,BASML,Bannari Amman Spinning Mills Ltd,Active,B,5.0,INE186H01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532675,Prithvi Information Solutions Ltd.,PRITHVI,Prithvi Information Solutions Ltd,Delisted,Z,10.0,INE700C01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532676,Pba Infrastructure Ltd.,PBAINFRA,Pba Infrastructure Ltd,Active,XT,10.0,INE160H01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532677,Vikash Metal And Power Ltd.,VIKASHMET,Vikash Metal & Power Ltd,Delisted,T,10.0,INE158H01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532678,Bombay Rayon Fashions Ltd.,BRFL,Bombay Rayon Fashions Ltd,Suspended,Z,10.0,INE589G01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532679,Soril Infra Resources Limited,SORILINFRA,Soril Infra Resources Ltd,Delisted,B,10.0,INE034H01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532682,Abg Shipyard Ltd.,ABGSHIP,Abg Shipyard Ltd,Delisted,Z,10.0,INE067H01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532683,Aia Engineering Ltd.,AIAENG,Aia Engineering Ltd,Active,A,2.0,INE212H01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532684,Everest Kanto Cylinders Ltd.,EKC,Everest Kanto Cylinder Ltd,Active,B,2.0,INE184H01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532686,Kernex Microsystems (India) Ltd.,KERNEX,Kernex Microsystems India Ltd,Active,B,10.0,INE202H01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532687,Repro India Ltd.,REPRO,Repro India Ltd,Active,B,10.0,INE461B01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532688,Compulink Systems Ltd.,COMSYS,Compulink Systems Ltd,Delisted,B,10.0,INE206H01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532689,Pvr Inox Limited,PVRINOX,Pvr Inox Ltd,Active,A,10.0,INE191H01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532690,Ramsarup Industries Ltd.,RAMSARUP,Ramsarup Industries Ltd,Delisted,Z,10.0,INE005D01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532691,Tulip Telcom Ltd,TULIP,Tulip Telecom Ltd,Delisted,Z,2.0,INE122H01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532692,Radha Madhav Corporation Ltd.,RMCL,Radha Madhav Corporation Ltd,Suspended,Z,10.0,INE172H01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532693,Punj Lloyd Ltd,PUNJLLOYD,Punj Lloyd Ltd,Suspended,Z,2.0,INE701B01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532694,Avio Smart Market Stack Limited,ASMS,Avio Smart Market Stack Ltd,Active,T,1.0,INE855F01042,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532695,Celebrity Fashions Ltd.,CELEBRITY,Celebrity Fashions Ltd,Active,B,10.0,INE185H01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532696,Educomp Solutions Ltd,EDUCOMP,Educomp Solutions Ltd,Suspended,Z,2.0,INE216H01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532698,Nitin Spinners Ltd.,NITINSPIN,Nitin Spinners Ltd,Active,B,10.0,INE229H01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
532699,Royal Orchid Hotels Ltd,ROHLTD,Royal Orchid Hotels Ltd,Active,B,10.0,INE283H01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
